"Grower","Year","FieldName","Crop","Volume_bu","Area_ha","Mass_t","Yield_tha","Crop_monitor","Area_ha_monitor","Mass_t_monitor","Yield_tha_monitor","MassErr_t","YieldErr_tha","MassErr_perc","YieldErr_perc","badPerc","N"
"202204 SHANE STROEDER","2022","Kennys SE","Wheat",12390.1122069397,NA,337.200963611466,NA,"Mustard",75.9431042318,250.097710215553,3.29322474693928,-87.1032533959125,NA,-25.8312587434584,NA,FALSE,1
"202204 SHANE STROEDER","2022","Kevins","Wheat",15471.5026342372,NA,421.062013777412,NA,"Mustard",110.6686138393,364.91059960353,3.29732691992881,-56.1514141738823,NA,-13.3356637114185,NA,FALSE,1
"202204 SHANE STROEDER","2022","McNeils","Mustard",13135.7853020675,NA,309.806257124234,NA,"Mustard",134.7125971764,217.082954552947,1.61145252265226,-92.7233025712869,NA,-29.9294479820995,NA,FALSE,1
"202204 SHANE STROEDER","2022","Melbys Single","Canola",7162.63270409499,NA,168.930016606014,NA,"Canola",49.4297445043,114.153801354574,2.30941516083789,-54.7762152514398,NA,-32.4253891356628,NA,FALSE,1
"202204 SHANE STROEDER","2022","North of Kens nw34","Canola",6796.00711777025,NA,160.283186739864,NA,"Canola",76.7372373211,133.350496768958,1.73775472540098,-26.9326899709064,NA,-16.803190976367,NA,FALSE,1
"202204 SHANE STROEDER","2022","North of kens nw35","Canola",7740.42908923657,NA,182.557289840485,NA,"Canola",79.275264955,141.168588512438,1.78073940960742,-41.3887013280472,NA,-22.6716234471994,NA,FALSE,1
"202204 SHANE STROEDER","2022","Ushers Yard","Canola",12428.8247015476,NA,293.132658055368,NA,"Canola",87.6532517789,199.828599285539,2.27976253282188,-93.3040587698292,NA,-31.8299773859402,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","15","Canola",5320.89,63.9605609590078,125.492688679245,1.99083029811321,"Canola",65.3698701661,125.709430598616,1.9230484974071,0.216741919370705,-0.0677818007061075,0.172712786419525,-3.40470007766845,FALSE,2
"202221 ABERHART FARMS INC","2021","15","Canola",5983,63.130955454636,141.108490566038,2.23502171933962,"Corn/Spring Wheat/Spring Oats",62.8787230989,253.347364684471,4.02914296281094,112.238874118433,1.79412124347132,79.5408367478116,80.2731010596811,FALSE,2
"202221 ABERHART FARMS INC","2022","15","Wheat",8946,56.6559856644169,243.468321358589,4.29730978118877,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","24","Peas",4171,61.9168986189699,113.515131722186,1.83324983779665,"Other",56.3518966176,69.3958844883484,1.23147380396553,-44.1192472338375,-0.601776033831117,-38.8664018307391,-32.8256422787623,FALSE,1
"202221 ABERHART FARMS INC","2022","24","Canola",7497,61.9168986189699,176.816037735849,2.85569919811321,"Canola",41.88233241729,103.601498379078,2.47363249369343,-73.2145393567711,-0.382066704419778,-41.4071824560103,-13.3790948525746,FALSE,1
"202221 ABERHART FARMS INC","2022","15 Breaking","Oats",1942.2,7.28434101399646,29.9722222222222,4.11460997839506,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","25 Creek","Barley",14232,96.7198612413974,310.065359477124,3.20590992810458,"Spring Barley",92.6707896215,292.071468781782,3.15171015564564,-17.9938906953422,-0.0541997724589356,-5.8032573279666,-1.69062056247413,FALSE,1
"202221 ABERHART FARMS INC","2022","25 Creek","Canola",11684.1,95.91049001762,275.568396226415,2.87318307075472,"Canola",83.35107228268,196.836534513263,2.36153572020891,-78.7318617131521,-0.511647350545807,-28.5707152167274,-17.8076836019854,FALSE,1
"202221 ABERHART FARMS INC","2021","Altmans L","Canola",14999.3,193.265707669683,353.757075471698,2.38246904528302,"Canola",186.6142075272,339.695269839247,1.82030765149398,-14.0618056324511,-0.562161393789039,-3.97498922493668,-23.5957480707691,FALSE,2
"202221 ABERHART FARMS INC","2021","Altmans L","Canola",17988,184.941324633132,424.245283018868,2.29388409056604,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Altmans L","Wheat",29876,178.061669231024,813.08512954496,4.56631195841498,"Spring Barley/Winter Wheat",178.6687747437,742.597156972295,4.15627833144067,-70.4879725726647,-0.41003362697431,-8.66919957226534,-8.9795360174349,FALSE,1
"202221 ABERHART FARMS INC","2021","Barrys","Canola",11124,125.047854073606,262.358490566038,2.09806471698113,"Canola",125.989879593,204.834524082026,1.62580141153978,-57.5239664840117,-0.472263305441352,-21.9257117846287,-22.5094727354685,FALSE,1
"202221 ABERHART FARMS INC","2022","Barrys","Wheat",18894,114.121342552611,514.206401045069,4.50578646853908,"Spring Barley/Corn/Winter Wheat",115.8732822421,471.686963049361,4.07071374800484,-42.5194379957076,-0.435072720534241,-8.26894373724081,-9.65586637476199,FALSE,1
"202221 ABERHART FARMS INC","2021","Bennett Half","Barley",16656.51,115.351586812753,362.886928104575,3.1940660962963,"Spring Barley/Other",125.9420667349,401.765462912906,3.19008154565699,38.8785348083309,-0.00398455063930614,10.7136774012226,-0.12474853428758,FALSE,2
"202221 ABERHART FARMS INC","2021","Bennett Half","Barley",20301,123.024426014162,442.287581699346,3.59514130980392,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Bennett Half","Canola",11307.2,119.786941119053,266.679245283019,2.22627978301887,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Bills","Canola",6685,65.9637547378568,157.665094339623,2.39004539009434,"Canola",65.184294771,125.745967066507,1.92908380014338,-31.9191272731156,-0.46096158995096,-20.2448914940928,-19.2867295266206,FALSE,1
"202221 ABERHART FARMS INC","2022","Bills","Wheat",8976,64.7496979021907,244.284781188766,3.77275553559765,"Winter Wheat",62.801631329,216.267774228318,3.44366491206817,-28.0170069604475,-0.329090623529479,-11.4689940257875,-8.72281865136398,FALSE,1
"202221 ABERHART FARMS INC","2021","Bobs Half","Canola",9875,83.7699216609592,232.900943396226,2.78051854575472,"Canola",85.9331579312,182.926332538828,2.1287048787999,-49.9746108573984,-0.651813666954817,-21.4574531681387,-23.4421621805042,FALSE,1
"202221 ABERHART FARMS INC","2021","Border Quarter","Canola",3988,47.348216590977,94.0566037735849,1.98675072783019,"Canola",48.8822697448,68.641338502938,1.40421749769997,-25.4152652706469,-0.582533230130219,-27.0212449216507,-29.320901810688,FALSE,1
"202221 ABERHART FARMS INC","2022","Border Quarter","Canola",4637.4,47.7529022028657,109.372641509434,2.29038731603774,"Canola",46.2571203452,96.3980710365441,2.08396178398397,-12.9745704728899,-0.206425532053766,-11.8627202322536,-9.01269102427935,FALSE,1
"202221 ABERHART FARMS INC","2021","Brent Half","Canola",9238.22,101.839134231789,217.882547169811,2.14993353915094,"Canola",100.3545538605,209.346913110306,2.08607287917709,-8.53563405950533,-0.0638606599738538,-3.91753913765883,-2.97035507428168,FALSE,2
"202221 ABERHART FARMS INC","2021","Brent Half","Canola",11135,89.1927088602677,262.617924528302,2.94428415283019,"Spring Barley",95.0200411431,624.400628086023,6.57125192300934,361.782703557721,3.62696777017915,137.760095472361,123.186743599212,TRUE,2
"202221 ABERHART FARMS INC","2022","Brent Half","Barley",29334.7,94.2917475700652,639.100217864924,6.77790193028323,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Brians Half","Canola",10702,86.6027209441801,252.405660377358,2.91456156933962,"Canola",87.7759655978,210.472453800161,2.397836951912,-41.9332065771975,-0.516724617427623,-16.6134176684094,-17.7290685111415,FALSE,1
"202221 ABERHART FARMS INC","2022","Brians Half","Barley",21294,84.9839784966253,463.921568627451,5.45892975163399,"Spring Barley",63.0688133048,312.115554783641,4.9488096957722,-151.80601384381,-0.510120055861788,-32.7223444887333,-9.3446898764194,FALSE,1
"202221 ABERHART FARMS INC","2021","Bush Quarter","Barley",8881,65.1543835140794,193.485838779956,2.96957164793028,"Spring Barley",62.2397824657,200.003703816381,3.21343834912344,6.51786503642458,0.243866701193157,3.36865223704412,8.21218445303807,FALSE,1
"202221 ABERHART FARMS INC","2022","Bush Quarter","Canola",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Carls","Canola",3967,48.1575878147544,93.561320754717,1.94304104622642,"Canola",47.4589214403,70.9742914132489,1.49548892514402,-22.5870293414681,-0.447552121082396,-24.1414177987962,-23.0335906671446,FALSE,1
"202221 ABERHART FARMS INC","2022","Carls","Wheat",6408,48.562273426643,174.395819725669,3.59117906596995,"Winter Wheat",44.7577622548,157.70688385102,3.52356498417449,-16.6889358746495,-0.0676140817954645,-9.5695733423552,-1.8827822437532,FALSE,1
"202221 ABERHART FARMS INC","2021","Cliff","Peas",7348,89.8402058392896,199.978227737862,2.22599301654692,"Other",85.5852669058,122.422833815656,1.43041948972831,-77.555393922206,-0.795573526818609,-38.7819188116159,-35.7401627455573,FALSE,1
"202221 ABERHART FARMS INC","2022","Cliff","Canola",10966.8,89.8402058392896,258.650943396226,2.87901102830189,"Canola",87.4465229629,211.854093956019,2.42267029926278,-46.7968494402074,-0.456340729039107,-18.0926652830798,-15.8506071895205,FALSE,1
"202221 ABERHART FARMS INC","2021","Dad Quarter","Wheat",7919,66.3684403497455,215.518179838885,3.24752878456347,"Winter Wheat",65.6468795644,222.224781350838,3.38515376245468,6.70660151195273,0.137624977891214,3.11184955114523,4.23783704536782,FALSE,1
"202221 ABERHART FARMS INC","2022","Dad Quarter","Canola",7331.5,62.7262698427473,172.912735849057,2.75662391981132,"Canola",62.55712874683,160.087835735125,2.55906623181195,-12.8249001139316,-0.197557687999371,-7.4169783104508,-7.16665362219205,FALSE,1
"202221 ABERHART FARMS INC","2021","Dancing East","Canola",2683,47.7529022028657,63.2783018867925,1.32527754622642,"Canola",46.9334609715,48.0355924194287,1.02348285051038,-15.2427094673638,-0.301794695716035,-24.088366806419,-22.7721881031912,FALSE,1
"202221 ABERHART FARMS INC","2022","Dancing East","Oats",13700.7,47.348216590977,211.430555555556,4.46543863271605,"Spring Oats",42.90876691123,183.172036584559,4.2688720690461,-28.2585189709966,-0.19656656366995,-13.3653903035653,-4.40195420512117,FALSE,1
"202221 ABERHART FARMS INC","2021","Dancing Half","Canola",6683,84.1746072728479,157.617924528302,1.87252275990566,"Canola",87.3828792822,107.482825215987,1.23002155684153,-50.1350993123149,-0.642501203064131,-31.8079935783653,-34.3120637474388,FALSE,1
"202221 ABERHART FARMS INC","2022","Dancing Half","Oats",26708,89.0308346155122,412.160493827161,4.62941289506173,"Spring Oats",82.16534258049,378.406437594175,4.60542639645765,-33.7540562329855,-0.0239864986040788,-8.18954187470968,-0.518132626054279,FALSE,1
"202221 ABERHART FARMS INC","2021","Dancing L Block","Canola",4276.59,91.3820580205855,100.862971698113,1.12071623632075,"Canola",85.1182349328,95.8984942179129,1.12665040920578,-4.96447748020032,0.00593417288502529,-4.92200199599432,0.529498252341452,FALSE,2
"202221 ABERHART FARMS INC","2021","Dancing L Block","Canola",5047,86.6027209441801,119.033018867925,1.37423238962264,"Spring Oats",76.87128654705,312.364259785664,4.06347121033908,193.331240917739,2.68923882071644,162.418161579397,195.690251592374,TRUE,2
"202221 ABERHART FARMS INC","2022","Dancing L Block","Oats",24567.2,86.6027209441801,379.123456790123,4.3777314691358,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2022","Dancing L Block Breaking","Canola",3234,39.6591899650918,76.2735849056604,1.92322599056604,"Canola",30.6841981509,63.2246172502684,2.06049436062627,-13.048967655392,0.137268370060232,-17.1081084906809,7.13740198674373,FALSE,1
"202221 ABERHART FARMS INC","2021","Dancing West","Canola",2230.93,50.6949666012964,52.6162735849057,1.07817214622642,"Canola",46.6960625111,50.0713840153542,1.07228278622961,-2.54488956955146,-0.00588935999680507,-4.83669670267475,-0.54623559117324,FALSE,2
"202221 ABERHART FARMS INC","2021","Dancing West","Canola",2704,48.1575878147544,63.7735849056604,1.32411195471698,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Dancing West","Oats",14854.2,46.1341597553109,229.231481481481,4.9688014845679,"Spring Oats",43.7436801662,200.118306373314,4.57479356133237,-29.1131751081675,-0.394007923235533,-12.7003389412372,-7.92963704545738,FALSE,1
"202221 ABERHART FARMS INC","2021","Daryl Home Sec","Canola",22848,239.978567849994,538.867924528302,2.24551204292453,"Canola",241.8646284344,436.151109032078,1.80328604416157,-102.716815496224,-0.442225998762959,-19.0615939121144,-19.6937709666882,FALSE,1
"202221 ABERHART FARMS INC","2022","Daryl Home Sec","Wheat",35460,242.811367133215,965.055519268452,3.97450716851731,"Winter Wheat",226.3275996873,862.063693843825,3.80891988000966,-102.991825424627,-0.165587288507649,-10.6721140253877,-4.16623449114123,FALSE,1
"202221 ABERHART FARMS INC","2021","David","Barley",18669,118.572884283387,406.732026143791,3.43040437647059,"Spring Barley",118.2450886696,420.000316403425,3.55194724050644,13.2682902596342,0.121542864035851,3.26217003008843,3.54310602183005,FALSE,1
"202221 ABERHART FARMS INC","2022","David Manitoba Half","Canola",10590.3,116.144770612055,249.771226415094,2.15051633490566,"Canola",103.438987343535,203.040431951656,1.96290042242322,-46.7307944634383,-0.18761591248244,-18.7094386868152,-8.72422633751678,FALSE,1
"202221 ABERHART FARMS INC","2021","Davids and Hermans S","Barley",33486,214.483374301007,729.542483660131,3.40133315294118,"Spring Barley",205.5839846774,795.882462481058,3.8713252091594,66.3399788209273,0.469992056218223,9.09336746067181,13.8178777286728,FALSE,1
"202221 ABERHART FARMS INC","2022","Davids and Hermans S","Canola",20736,207.19903328701,489.056603773585,2.36032280660377,"Canola",170.76762405803,366.659714317895,2.14712663679913,-122.39688945569,-0.213196169804644,-25.0271417482699,-9.03250052103711,FALSE,1
"202221 ABERHART FARMS INC","2021","Decock Home Half","Wheat",11991,96.3151756295087,326.338994121489,3.38808242216416,"Winter Wheat",95.5570164521,334.610745243028,3.50168682182286,8.27175112153878,0.113604399658697,2.5347112268353,3.35305891366513,FALSE,1
"202221 ABERHART FARMS INC","2022","Decock Home Half","Canola",11178,93.0776907343992,263.632075471698,2.83238736792453,"Canola",92.5784506737,240.465990378838,2.59742940856052,-23.1660850928601,-0.234957959364009,-8.7872786539387,-8.29540344745208,FALSE,1
"202221 ABERHART FARMS INC","2021","Ditch Field","Peas",7119,61.5122130070812,193.745917700849,3.15001549531896,"Other",60.6160177656,149.118029509376,2.46004331868203,-44.6278881914731,-0.689972176636934,-23.034234073711,-21.9037708754848,FALSE,1
"202221 ABERHART FARMS INC","2022","Ditch Field","Canola",6246.5,62.7262698427473,147.323113207547,2.34866689150943,"Canola",59.7393469352,126.641747633266,2.11990512334585,-20.6813655742812,-0.228761768163584,-14.0380997414476,-9.74006867430076,FALSE,1
"202221 ABERHART FARMS INC","2021","Dwayne Home Sec","Canola",20906.7,271.896122059656,493.082547169811,1.82997866981132,"Canola",260.4808730204,473.304240793858,1.81704028900728,-19.7783063759533,-0.0129383808040409,-4.01115522937824,-0.707023585437467,FALSE,2
"202221 ABERHART FARMS INC","2021","Dwayne Home Sec","Canola",23186,257.380049161208,546.839622641509,2.12487332169811,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Dwayne Home Sec","Wheat",37018.2,250.095708147212,1007.46244284781,4.02830760396255,"Spring Wheat",235.46103477141,873.001395393385,3.7076257489521,-134.461047454427,-0.320681855010452,-13.3465071982578,-7.96070922426591,FALSE,1
"202221 ABERHART FARMS INC","2021","Dwayne North Sec","Canola",21814,263.04564772765,514.481132075472,1.95586255283019,"Canola",266.2213305482,402.754900695856,1.51285736521002,-111.726231379616,-0.443005187620169,-21.7162932543124,-22.6501185872764,FALSE,1
"202221 ABERHART FARMS INC","2022","Dwayne North Sec","Wheat",37224.8,255.761306713653,1013.08512954496,3.961057059656,"Spring Wheat",252.8376753272,858.538115492468,3.39560990814136,-154.547014052492,-0.565447151514638,-15.2550866205991,-14.2751579439188,FALSE,1
"202221 ABERHART FARMS INC","2021","Elevator Half","Wheat",14952.31,131.543058144419,406.932016111474,3.18229575658611,"Spring Wheat",123.1674340401,403.913100759987,3.27938228077792,-3.01891535148695,0.0970865241918109,-0.741872163398409,3.05083284578059,FALSE,2
"202221 ABERHART FARMS INC","2021","Elevator Half","Wheat",13465,122.215054790385,366.454387110821,2.99870177062922,"Canola",116.28613919665,265.515488450111,2.28329438301413,-100.93889866071,-0.715407387615089,-27.5447374109849,-23.8572369757522,FALSE,2
"202221 ABERHART FARMS INC","2022","Elevator Half","Canola",12612.6,118.977569895275,297.466981132075,2.50019378773585,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Ellinghams","Canola",6057,62.7262698427473,142.853773584906,2.27756580943396,"Canola",63.4225101274,124.288107099323,1.95968445351121,-18.5656664855827,-0.317881355922753,-12.9962730557818,-13.957065679773,FALSE,1
"202221 ABERHART FARMS INC","2022","Ellinghams","Wheat",8803.3,61.1075273951925,239.584694099717,3.92070673307207,"Spring Wheat",60.1054990085,223.70908809366,3.7219404511062,-15.875606006057,-0.198766281965866,-6.62630226263511,-5.06965441432349,FALSE,1
"202221 ABERHART FARMS INC","2021","Garths Home ","Canola",5495,51.3950727098639,129.599056603774,2.52175723066038,"Canola",36.5783926112,79.5500982279618,2.17478386963358,-50.0489583758118,-0.346973361026798,-38.6183045520368,-13.7591896955099,FALSE,1
"202221 ABERHART FARMS INC","2022","Garths Home ","Barley",13773.8,49.3716446504204,300.082788671024,6.0780391416122,"Spring Barley/Winter Wheat",25.2216634057,137.476951565,5.45074880088721,-162.605837106024,-0.627290340724991,-54.1869921384549,-10.3206038347197,FALSE,1
"202221 ABERHART FARMS INC","2021","Garths Old Quarter","Canola",7549,64.7496979021907,178.042452830189,2.74963037075472,"Canola",45.480745691,98.8557617668608,2.1735738995683,-79.1866910633279,-0.576056471186417,-44.4762975372248,-20.950323989486,FALSE,1
"202221 ABERHART FARMS INC","2022","Garths Old Quarter","Barley",15942.2,63.9403266784133,347.324618736383,5.43201195206972,"Spring Barley/Winter Wheat/Corn",16.4528747374,88.5231640040467,5.38040709705396,-258.801454732337,-0.0516048550157571,-74.5128449788251,-0.950013650026938,FALSE,1
"202221 ABERHART FARMS INC","2021","Gerber's","Barley",9331,62.7262698427473,203.289760348584,3.24090306753813,"Spring Barley",63.3495237523,221.165367366041,3.49119226579838,17.8756070174571,0.250289198260253,8.79316645698513,7.72282271466944,FALSE,1
"202221 ABERHART FARMS INC","2022","Gerber's","Canola",6116.297,NA,144.252287735849,2.37636717373113,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Gopherville Block","Canola",21769,191.416294423351,513.419811320755,2.68202606320755,"Canola",193.1741083918,399.015737004512,2.06557566294143,-114.404074316243,-0.616450400266118,-22.2827541504373,-22.9845044655859,FALSE,1
"202221 ABERHART FARMS INC","2022","Gopherville Block","Peas",24542.2,179.275726066691,667.924014805138,3.72568015458306,"Other",173.6524695399,631.6568011656,3.63747663847916,-36.2672136395383,-0.0882035161039005,-5.42984124475881,-2.36744735039585,FALSE,1
