Ivans,96,NE,36,11,11,2,160,18/05/2022,Lentils,Proclaim
Ivans,96,NW,36,11,11,2,160,18/05/2022,Lentils,Proclaim
Ivans,96,SW,36,11,11,2,160,18/05/2022,Lentils,Proclaim
Kathryn,95,SE,31,10,9,2,27,23/05/2022,Lentils,Proclaim
Kathryn,95,SW,31,10,9,2,152,23/05/2022,Lentils,Proclaim
Kathryn,95,NE,30,10,9,2,152,23/05/2022,Lentils,Proclaim
Kathryn,95,NW,30,10,9,2,160,23/05/2022,Lentils,Proclaim
Kathryn,95,SE,30,10,9,2,137,23/05/2022,Lentils,Proclaim
Kathryn,95,SW,30,10,9,2,152,23/05/2022,Lentils,Proclaim
Louis,96,NW,1,11,11,2,140,31/05/2022,Canola,P501L
Louis,96,NW,12,11,11,2,160,31/05/2022,Canola,P501L
Louis,96,SW,12,11,11,2,160,31/05/2022,Canola,P501L
Orm 6,66,SW,19,8,10,2,142,09-05-2022,Durum,Alloy
Orm 6,66,NW,19,8,10,2,141,09-05-2022,Durum,Alloy
Orm 6,66,NE,19,8,10,2,141,09-05-2022,Durum,Alloy
Orm 6,66,SE,19,8,10,2,141,09-05-2022,Durum,Alloy
Orm 6,66,SW,20,8,10,2,141,09-05-2022,Durum,Alloy
Orm 6,66,NW,17,8,10,2,141,09-05-2022,Durum,Alloy
Phillips,65,SE,2,9,8,2,157,24/05/2022,Durum,Alloy
Phillips,65,SW,2,9,8,2,157,24/05/2022,Durum,Alloy
Phillips,65,SE,35,8,8,2,147,24/05/2022,Durum,Alloy
Phillips,65,SW,35,8,8,2,146,24/05/2022,Durum,Alloy
Phillips,65,NE,9,9,8,2,158,24/05/2022,Durum,Alloy
Phillips,65,SE,9,9,8,2,160,24/05/2022,Durum,Alloy
Phillips,65,NE,10,9,8,2,160,24/05/2022,Durum,Alloy
Phillips,65,SE,10,9,8,2,160,24/05/2022,Durum,Alloy
Pollock,96,NW,16,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,SW,16,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,NE,8,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,NW,8,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,SE,8,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,SW,8,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,NE,17,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,NW,17,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,SE,17,11,10,2,160,18/05/2022,Durum,Alloy
Pollock,96,SW,17,11,10,2,160,18/05/2022,Durum,Alloy
Section 15 Shellingtons,96,NE,15,11,10,2,154,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,NW,15,11,10,2,160,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,SE,15,11,10,2,151,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,SW,15,11,10,2,144,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,SW,23,11,10,2,160,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,NE,14,11,10,2,154,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,NW,14,11,10,2,154,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,SE,14,11,10,2,154,02/06/2022,Canola,CS4000LL
Section 15 Shellingtons,96,SW,14,11,10,2,149,02/06/2022,Canola,CS4000LL
Section 3,96,NE,3,11,10,2,160,19/05/2022,Durum,Alloy
Section 3,96,NW,3,11,10,2,160,19/05/2022,Durum,Alloy
Section 3,96,SE,3,11,10,2,160,19/05/2022,Durum,Alloy
Section 3,96,SW,3,11,10,2,160,19/05/2022,Durum,Alloy
Stewart 8 Pack,96,NE,18,11,10,2,160,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,NW,18,11,10,2,160,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,NE,24,11,11,2,158,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,SE,24,11,11,2,151,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,SE,19,11,10,2,146,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,SW,19,11,10,2,160,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,NE,19,11,10,2,160,31/05/2022,Canola,L340PC
Stewart 8 Pack,96,NW,19,11,10,2,160,31/05/2022,Canola,L340PC
Tapps,96,NW,32,11,10,2,155,17/05/2022,Durum,Alloy
Tapps,96,SW,32,11,10,2,160,17/05/2022,Durum,Alloy
Tordiffs,96,SW,34,10,10,2,70,24/05/2022,Lentils,Proclaim
Tordiffs,96,NE,34,10,10,2,155,24/05/2022,Lentils,Proclaim
Tordiffs,96,NW,34,10,10,2,146,24/05/2022,Lentils,Proclaim
Tordiffs,96,SE,34,10,10,2,150,24/05/2022,Lentils,Proclaim
Vince Sylvia,96,SE,29,10,10,2,155,26/05/2022,Canola,L340PC
Warren Creelman,96,NE,16,10,10,2,115,26/05/2022,Canola,L340PC
Warren Creelman,96,SE,21,10,10,2,155,26/05/2022,Canola,L340PC
Warren Creelman,96,SW,21,10,10,2,150,26/05/2022,Canola,L340PC
Warren Yard,95,NE,19,10,9,2,151,26/05/2022,Canola,L340PC
Warren Yard,95,SE,19,10,9,2,60,26/05/2022,Canola,L340PC
Warren Yard,95,NW,20,10,9,2,135,26/05/2022,Canola,L340PC
Willems,95,NW,28,10,9,2,115,22/05/2022,Durum,Alloy
Willems,95,SW,28,10,9,2,145,22/05/2022,Durum,Alloy
Willems,95,SE,29,10,9,2,145,22/05/2022,Durum,Alloy
Willems,95,NE,33,10,9,2,160,22/05/2022,Durum,Alloy
Willems,95,SE,33,10,9,2,155,22/05/2022,Durum,Alloy
Willems,95,SW,33,10,9,2,160,22/05/2022,Durum,Alloy
Winston Sylvia,96,NW,27,10,10,2,160,03/06/2022,Canola,L340PC
Winston Sylvia,96,SW,27,10,10,2,126,03/06/2022,Canola,L340PC
Zylas,96,NE,22,11,11,2,160,17/05/2022,Durum,Alloy
Zylas,96,NW,22,11,11,2,160,17/05/2022,Durum,Alloy
Zylas,96,SE,22,11,11,2,160,17/05/2022,Durum,Alloy
Zylas,96,SW,22,11,11,2,145,17/05/2022,Durum,Alloy
,,JVM van Staveren Farms,,,,
,,Harvest 2023,,,,
,,Harvest,,,,
Crop,Boundary,,Acres,MT,MT/ac,Note
,,Date,,,,
Canola,13 Pack,"September 21, 2022","2,025","2,303",1.1,
,Drivers,"September 26, 2022",160,146,0.9,W&S 146MT
,Elgins,"September 22, 2022",850,552,0.6,
,Foss North,"September 12, 2022",470,390,0.8,
,Louis,"September 7, 2022",460,450,1,
,Section 15 Shellingtons,"September 8, 2022","1,380","1,481",1.1,
,Stewart 8 Pack,"September 19, 2022","1,255","1,458",1.2,
,Vince Sylvia,"September 7, 2022",155,132,0.9,
,Warren Creelman,"September 19, 2022",420,431,1,
,Warren Yard,"September 22, 2022",501,558,1.1,W&S 173MT
,Winston Sylvia,"September 12, 2022",290,255,0.9,
Canola Total,,,"7,966","8,156",1,
Durum,Beitz,"August 31, 2022",315,564,1.8,
,Betty Home,"September 10, 2022","1,320","2,135",1.6,
,Bolls,"September 1, 2022",660,"1,210",1.8,
,Eliford Fairgrounds,"September 5, 2022",310,482,1.6,
,Galls,"September 5, 2022",265,190,0.7,
,Griffin Half,"August 31, 2022",250,424,1.7,
,Orm 6,"September 10, 2022",847,"1,576",1.9,
,Phillips,"September 10, 2022","1,245","1,939",1.6,
,Pollock,"September 4, 2022","1,615","2,739",1.7,
,Section 3,"September 4, 2022",660,"1,051",1.6,
,Tapps,"September 3, 2022",315,476,1.5,
,Willems,"September 2, 2022",880,"1,301",1.5,
,Zylas,"September 2, 2022",625,905,1.4,
Durum Total,,,"9,307","14,992",1.6,
Lentils,Eliford East,"August 19, 2022",965,369,0.4,
,Eliford West,"August 19, 2022",625,226,0.4,
,Foss Pasture,"August 25, 2022",405,412,1,
,Foss South,"August 24, 2022",871,690,0.8,
,Foss West,"August 23, 2022",305,248,0.8,
,Horner Home,"August 21, 2022",725,307,0.4,
,Ivans,"August 14, 2022","1,135",625,0.6,
,Kathryn,"August 22, 2022",780,744,1,
,Tordiffs,"August 22, 2022",595,507,0.9,DH 63.33MT
,Warren Kent,"August 20, 2022",333,169,0.5,W&S 169MT
Lentils Total,,,"6,739","4,296",0.6,
Grand Total,,,"24,012","27,443",1.1,
